Member_number,Date,itemDescription,Month,Year,Transaction_ID
3787,2014-09-25,domestic eggs,9,2014,3787_2014-09-25
4628,2014-07-02,bottled water,7,2014,4628_2014-07-02
3157,2014-10-08,newspapers,10,2014,3157_2014-10-08
2535,2014-12-29,pip fruit,12,2014,2535_2014-12-29
1006,2014-07-05,bottled water,7,2014,1006_2014-07-05
3897,2014-11-04,brown bread,11,2014,3897_2014-11-04
2804,2014-09-19,other vegetables,9,2014,2804_2014-09-19
3804,2014-09-21,domestic eggs,9,2014,3804_2014-09-21
3060,2014-08-18,other vegetables,8,2014,3060_2014-08-18
3158,2014-05-06,bottled beer,5,2014,3158_2014-05-06
2651,2014-09-11,turkey,9,2014,2651_2014-09-11
2036,2014-02-02,milk,2,2014,2036_2014-02-02
3362,2014-05-31,pip fruit,5,2014,3362_2014-05-31
3511,2014-06-04,milk,6,2014,3511_2014-06-04
3083,2014-05-27,waffles,5,2014,3083_2014-05-27
2193,2014-10-23,specialty bar,10,2014,2193_2014-10-23
2733,2014-01-04,soda,1,2014,2733_2014-01-04
3158,2014-09-03,hamburger meat,9,2014,3158_2014-09-03
4794,2014-10-02,root vegetables,10,2014,4794_2014-10-02
4515,2014-04-24,other vegetables,4,2014,4515_2014-04-24
1171,2014-08-04,other vegetables,8,2014,1171_2014-08-04
2375,2014-03-25,sausage,3,2014,2375_2014-03-25
1234,2014-05-12,curd,5,2014,1234_2014-05-12
3488,2014-06-25,curd,6,2014,3488_2014-06-25
1118,2014-12-09,berries,12,2014,1118_2014-12-09
1754,2014-06-30,root vegetables,6,2014,1754_2014-06-30
3772,2014-07-30,pot plants,7,2014,3772_2014-07-30
4906,2014-03-11,sausage,3,2014,4906_2014-03-11
3727,2014-07-06,citrus fruit,7,2014,3727_2014-07-06
4502,2014-09-13,milk,9,2014,4502_2014-09-13
3329,2014-06-04,cream cheese ,6,2014,3329_2014-06-04
4342,2014-04-17,milk,4,2014,4342_2014-04-17
4659,2014-10-05,frozen dessert,10,2014,4659_2014-10-05
2359,2014-07-05,milk,7,2014,2359_2014-07-05
4133,2014-02-17,root vegetables,2,2014,4133_2014-02-17
1777,2014-04-02,margarine,4,2014,1777_2014-04-02
1696,2014-09-06,milk,9,2014,1696_2014-09-06
2888,2014-05-04,pastry,5,2014,2888_2014-05-04
2166,2014-10-11,bottled water,10,2014,2166_2014-10-11
1780,2014-10-07,sugar,10,2014,1780_2014-10-07
2477,2014-04-01,root vegetables,4,2014,2477_2014-04-01
3344,2014-01-14,rolls/buns,1,2014,3344_2014-01-14
3658,2014-05-08,beef,5,2014,3658_2014-05-08
4106,2014-07-18,coffee,7,2014,4106_2014-07-18
1810,2014-09-07,pork,9,2014,1810_2014-09-07
2698,2014-03-31,bottled water,3,2014,2698_2014-03-31
2470,2014-12-13,pork,12,2014,2470_2014-12-13
3122,2014-09-30,other vegetables,9,2014,3122_2014-09-30
4637,2014-12-08,bottled water,12,2014,4637_2014-12-08
3435,2014-05-29,hamburger meat,5,2014,3435_2014-05-29
3982,2014-02-13,canned beer,2,2014,3982_2014-02-13
1297,2014-01-31,yogurt,1,2014,1297_2014-01-31
2935,2014-01-03,rolls/buns,1,2014,2935_2014-01-03
2625,2014-09-24,pork,9,2014,2625_2014-09-24
2830,2014-07-19,hamburger meat,7,2014,2830_2014-07-19
1347,2014-07-22,berries,7,2014,1347_2014-07-22
3768,2014-06-30,ham,6,2014,3768_2014-06-30
4709,2014-08-08,other vegetables,8,2014,4709_2014-08-08
3544,2014-09-03,dessert,9,2014,3544_2014-09-03
1525,2014-10-25,ham,10,2014,1525_2014-10-25
2339,2014-03-26,milk,3,2014,2339_2014-03-26
1268,2014-07-22,milk,7,2014,1268_2014-07-22
4635,2014-05-08,milk,5,2014,4635_2014-05-08
4498,2014-06-14,photo/film,6,2014,4498_2014-06-14
4747,2014-05-01,tropical fruit,5,2014,4747_2014-05-01
1747,2014-05-24,root vegetables,5,2014,1747_2014-05-24
3396,2014-07-13,packaged fruit/vegetables,7,2014,3396_2014-07-13
2873,2014-10-09,milk,10,2014,2873_2014-10-09
2811,2014-11-14,waffles,11,2014,2811_2014-11-14
3549,2014-07-29,berries,7,2014,3549_2014-07-29
3675,2014-02-06,pastry,2,2014,3675_2014-02-06
2309,2014-10-31,chicken,10,2014,2309_2014-10-31
3112,2014-11-16,milk,11,2014,3112_2014-11-16
1905,2014-06-02,cat food,6,2014,1905_2014-06-02
2811,2014-05-10,beef,5,2014,2811_2014-05-10
1561,2014-03-28,yogurt,3,2014,1561_2014-03-28
1640,2014-03-03,butter milk,3,2014,1640_2014-03-03
2185,2014-04-01,rolls/buns,4,2014,2185_2014-04-01
1697,2014-06-15,pip fruit,6,2014,1697_2014-06-15
2102,2014-12-04,root vegetables,12,2014,2102_2014-12-04
4597,2014-04-15,ice cream,4,2014,4597_2014-04-15
3084,2014-08-10,root vegetables,8,2014,3084_2014-08-10
1479,2014-04-24,tropical fruit,4,2014,1479_2014-04-24
4840,2014-04-15,margarine,4,2014,4840_2014-04-15
2962,2014-07-29,soda,7,2014,2962_2014-07-29
3346,2014-11-29,margarine,11,2014,3346_2014-11-29
2789,2014-05-29,yogurt,5,2014,2789_2014-05-29
4915,2014-03-18,rolls/buns,3,2014,4915_2014-03-18
2989,2014-03-25,milk,3,2014,2989_2014-03-25
3150,2014-07-13,milk,7,2014,3150_2014-07-13
4729,2014-03-22,milk,3,2014,4729_2014-03-22
1077,2014-09-29,white bread,9,2014,1077_2014-09-29
4435,2014-10-28,white bread,10,2014,4435_2014-10-28
2291,2014-08-14,pip fruit,8,2014,2291_2014-08-14
3779,2014-04-27,milk,4,2014,3779_2014-04-27
2842,2014-05-15,beef,5,2014,2842_2014-05-15
2996,2014-09-17,bottled beer,9,2014,2996_2014-09-17
3153,2014-06-24,newspapers,6,2014,3153_2014-06-24
3266,2014-07-16,bottled beer,7,2014,3266_2014-07-16
1143,2014-11-14,pork,11,2014,1143_2014-11-14
2151,2014-04-11,tropical fruit,4,2014,2151_2014-04-11
1734,2014-08-17,other vegetables,8,2014,1734_2014-08-17
1170,2014-05-22,milk,5,2014,1170_2014-05-22
2457,2014-08-29,other vegetables,8,2014,2457_2014-08-29
3621,2014-05-18,other vegetables,5,2014,3621_2014-05-18
2627,2014-02-18,beverages,2,2014,2627_2014-02-18
4154,2014-12-16,beef,12,2014,4154_2014-12-16
2996,2014-08-30,whipped/sour cream,8,2014,2996_2014-08-30
4284,2014-06-18,milk,6,2014,4284_2014-06-18
2584,2014-03-11,hard cheese,3,2014,2584_2014-03-11
2195,2014-04-24,misc. beverages,4,2014,2195_2014-04-24
1789,2014-09-10,milk,9,2014,1789_2014-09-10
4453,2014-01-26,hamburger meat,1,2014,4453_2014-01-26
3615,2014-04-21,chicken,4,2014,3615_2014-04-21
3826,2014-04-27,coffee,4,2014,3826_2014-04-27
1028,2014-04-05,rolls/buns,4,2014,1028_2014-04-05
2871,2014-09-21,root vegetables,9,2014,2871_2014-09-21
2674,2014-05-19,chicken,5,2014,2674_2014-05-19
3708,2014-07-17,milk,7,2014,3708_2014-07-17
3194,2014-02-02,tropical fruit,2,2014,3194_2014-02-02
2111,2014-05-30,other vegetables,5,2014,2111_2014-05-30
3828,2014-02-24,citrus fruit,2,2014,3828_2014-02-24
1031,2014-03-04,ice cream,3,2014,1031_2014-03-04
3407,2014-09-11,onions,9,2014,3407_2014-09-11
3226,2014-09-15,fish,9,2014,3226_2014-09-15
1198,2014-07-29,frozen fish,7,2014,1198_2014-07-29
4032,2014-07-18,root vegetables,7,2014,4032_2014-07-18
1687,2014-05-21,domestic eggs,5,2014,1687_2014-05-21
2533,2014-10-30,ham,10,2014,2533_2014-10-30
2396,2014-07-27,canned fish,7,2014,2396_2014-07-27
4209,2014-03-18,newspapers,3,2014,4209_2014-03-18
2982,2014-06-15,rolls/buns,6,2014,2982_2014-06-15
2457,2014-12-13,fruit/vegetable juice,12,2014,2457_2014-12-13
1921,2014-03-27,sliced cheese,3,2014,1921_2014-03-27
1201,2014-10-24,candles,10,2014,1201_2014-10-24
3140,2014-09-25,milk,9,2014,3140_2014-09-25
2576,2014-12-25,meat,12,2014,2576_2014-12-25
3390,2014-11-30,newspapers,11,2014,3390_2014-11-30
2016,2014-09-18,pip fruit,9,2014,2016_2014-09-18
3004,2014-09-04,domestic eggs,9,2014,3004_2014-09-04
3087,2014-04-10,margarine,4,2014,3087_2014-04-10
3866,2014-04-20,finished products,4,2014,3866_2014-04-20
4013,2014-08-04,canned beer,8,2014,4013_2014-08-04
1195,2014-08-14,butter,8,2014,1195_2014-08-14
2849,2014-06-30,sausage,6,2014,2849_2014-06-30
4604,2014-12-19,specialty chocolate,12,2014,4604_2014-12-19
1114,2014-12-14,root vegetables,12,2014,1114_2014-12-14
2698,2014-10-14,milk,10,2014,2698_2014-10-14
1074,2014-02-04,semi-finished bread,2,2014,1074_2014-02-04
2188,2014-10-08,milk,10,2014,2188_2014-10-08
2946,2014-11-19,citrus fruit,11,2014,2946_2014-11-19
2337,2014-02-25,root vegetables,2,2014,2337_2014-02-25
2064,2014-04-06,salad dressing,4,2014,2064_2014-04-06
4714,2014-06-20,misc. beverages,6,2014,4714_2014-06-20
1515,2014-03-09,root vegetables,3,2014,1515_2014-03-09
2093,2014-05-03,tropical fruit,5,2014,2093_2014-05-03
2215,2014-05-06,rolls/buns,5,2014,2215_2014-05-06
4321,2014-08-13,grapes,8,2014,4321_2014-08-13
1700,2014-11-05,pip fruit,11,2014,1700_2014-11-05
2705,2014-07-25,milk,7,2014,2705_2014-07-25
1904,2014-04-24,newspapers,4,2014,1904_2014-04-24
1915,2014-04-03,brown bread,4,2014,1915_2014-04-03
3248,2014-10-16,tropical fruit,10,2014,3248_2014-10-16
4785,2014-04-30,shopping bags,4,2014,4785_2014-04-30
4217,2014-08-30,cling film/bags,8,2014,4217_2014-08-30
3426,2014-08-17,root vegetables,8,2014,3426_2014-08-17
4130,2014-08-01,semi-finished bread,8,2014,4130_2014-08-01
3569,2014-08-10,chewing gum,8,2014,3569_2014-08-10
1005,2014-01-23,whipped/sour cream,1,2014,1005_2014-01-23
1945,2014-11-05,yogurt,11,2014,1945_2014-11-05
1109,2014-10-31,pip fruit,10,2014,1109_2014-10-31
3176,2014-06-09,milk,6,2014,3176_2014-06-09
2394,2014-06-05,milk,6,2014,2394_2014-06-05
1969,2014-08-28,other vegetables,8,2014,1969_2014-08-28
3643,2014-07-08,root vegetables,7,2014,3643_2014-07-08
4656,2014-10-18,curd,10,2014,4656_2014-10-18
1655,2014-06-21,brown bread,6,2014,1655_2014-06-21
3679,2014-05-25,rolls/buns,5,2014,3679_2014-05-25
3735,2014-07-13,bottled beer,7,2014,3735_2014-07-13
4828,2014-11-30,root vegetables,11,2014,4828_2014-11-30
4756,2014-07-05,beef,7,2014,4756_2014-07-05
4859,2014-06-07,other vegetables,6,2014,4859_2014-06-07
4342,2014-05-15,pip fruit,5,2014,4342_2014-05-15
3552,2014-02-24,butter,2,2014,3552_2014-02-24
3373,2014-05-09,bottled water,5,2014,3373_2014-05-09
2057,2014-04-16,tropical fruit,4,2014,2057_2014-04-16
4324,2014-09-20,bottled water,9,2014,4324_2014-09-20
1165,2014-05-02,frozen vegetables,5,2014,1165_2014-05-02
2939,2014-10-22,tropical fruit,10,2014,2939_2014-10-22
4900,2014-05-04,chicken,5,2014,4900_2014-05-04
4206,2014-01-14,rolls/buns,1,2014,4206_2014-01-14
2662,2014-02-03,root vegetables,2,2014,2662_2014-02-03
1107,2014-06-14,onions,6,2014,1107_2014-06-14
2543,2014-05-27,root vegetables,5,2014,2543_2014-05-27
2111,2014-12-07,tropical fruit,12,2014,2111_2014-12-07
4492,2014-11-25,butter milk,11,2014,4492_2014-11-25
2037,2014-04-13,beef,4,2014,2037_2014-04-13
3973,2014-06-28,other vegetables,6,2014,3973_2014-06-28
3947,2014-05-13,pip fruit,5,2014,3947_2014-05-13
3662,2014-08-26,other vegetables,8,2014,3662_2014-08-26
1495,2014-01-08,meat,1,2014,1495_2014-01-08
3403,2014-04-16,curd,4,2014,3403_2014-04-16
3580,2014-03-17,milk,3,2014,3580_2014-03-17
4025,2014-05-03,other vegetables,5,2014,4025_2014-05-03
4915,2014-12-08,dessert,12,2014,4915_2014-12-08
2105,2014-12-02,curd,12,2014,2105_2014-12-02
3403,2014-02-26,canned beer,2,2014,3403_2014-02-26
4159,2014-05-29,other vegetables,5,2014,4159_2014-05-29
1741,2014-12-10,fruit/vegetable juice,12,2014,1741_2014-12-10
3417,2014-09-02,rolls/buns,9,2014,3417_2014-09-02
3895,2014-06-14,curd,6,2014,3895_2014-06-14
1014,2014-09-04,hamburger meat,9,2014,1014_2014-09-04
1998,2014-11-10,root vegetables,11,2014,1998_2014-11-10
3462,2014-10-11,rolls/buns,10,2014,3462_2014-10-11
3584,2014-05-29,whipped/sour cream,5,2014,3584_2014-05-29
4927,2014-04-13,root vegetables,4,2014,4927_2014-04-13
1908,2014-03-28,pip fruit,3,2014,1908_2014-03-28
1139,2014-01-15,tropical fruit,1,2014,1139_2014-01-15
3168,2014-03-19,butter milk,3,2014,3168_2014-03-19
4373,2014-07-07,pork,7,2014,4373_2014-07-07
4244,2014-09-20,milk,9,2014,4244_2014-09-20
4661,2014-06-09,milk,6,2014,4661_2014-06-09
3305,2014-03-06,soda,3,2014,3305_2014-03-06
1408,2014-01-09,hamburger meat,1,2014,1408_2014-01-09
2242,2014-02-04,chicken,2,2014,2242_2014-02-04
4160,2014-04-25,bottled beer,4,2014,4160_2014-04-25
2129,2014-01-05,berries,1,2014,2129_2014-01-05
3518,2014-02-06,finished products,2,2014,3518_2014-02-06
2794,2014-07-13,milk,7,2014,2794_2014-07-13
3666,2014-10-15,milk,10,2014,3666_2014-10-15
3094,2014-07-13,soda,7,2014,3094_2014-07-13
3730,2014-02-03,pork,2,2014,3730_2014-02-03
4612,2014-09-08,butter,9,2014,4612_2014-09-08
2897,2014-04-26,milk,4,2014,2897_2014-04-26
4132,2014-09-20,other vegetables,9,2014,4132_2014-09-20
4721,2014-06-24,rolls/buns,6,2014,4721_2014-06-24
3113,2014-12-26,cream cheese ,12,2014,3113_2014-12-26
1772,2014-04-09,rolls/buns,4,2014,1772_2014-04-09
4470,2014-02-08,brown bread,2,2014,4470_2014-02-08
3737,2014-12-30,milk,12,2014,3737_2014-12-30
4171,2014-01-07,milk,1,2014,4171_2014-01-07
1300,2014-09-04,chicken,9,2014,1300_2014-09-04
4822,2014-01-03,ice cream,1,2014,4822_2014-01-03
3458,2014-04-29,sausage,4,2014,3458_2014-04-29
3912,2014-11-08,soda,11,2014,3912_2014-11-08
2716,2014-01-16,rolls/buns,1,2014,2716_2014-01-16
4244,2014-04-17,other vegetables,4,2014,4244_2014-04-17
3009,2014-11-13,canned beer,11,2014,3009_2014-11-13
2406,2014-03-12,root vegetables,3,2014,2406_2014-03-12
2185,2014-05-25,citrus fruit,5,2014,2185_2014-05-25
1575,2014-06-27,white bread,6,2014,1575_2014-06-27
2986,2014-11-03,milk,11,2014,2986_2014-11-03
1676,2014-03-29,root vegetables,3,2014,1676_2014-03-29
2621,2014-06-26,root vegetables,6,2014,2621_2014-06-26
2709,2014-01-01,yogurt,1,2014,2709_2014-01-01
2706,2014-10-10,milk,10,2014,2706_2014-10-10
1144,2014-04-08,root vegetables,4,2014,1144_2014-04-08
1869,2014-03-15,tropical fruit,3,2014,1869_2014-03-15
3067,2014-02-27,meat,2,2014,3067_2014-02-27
1297,2014-03-04,herbs,3,2014,1297_2014-03-04
4747,2014-04-02,pip fruit,4,2014,4747_2014-04-02
3346,2014-08-11,beef,8,2014,3346_2014-08-11
1556,2014-05-31,herbs,5,2014,1556_2014-05-31
3671,2014-04-16,milk,4,2014,3671_2014-04-16
2648,2014-05-22,soda,5,2014,2648_2014-05-22
4622,2014-05-30,citrus fruit,5,2014,4622_2014-05-30
2855,2014-11-07,rolls/buns,11,2014,2855_2014-11-07
4494,2014-01-27,root vegetables,1,2014,4494_2014-01-27
4575,2014-04-08,milk,4,2014,4575_2014-04-08
4770,2014-02-17,chicken,2,2014,4770_2014-02-17
2294,2014-09-25,milk,9,2014,2294_2014-09-25
2449,2014-09-06,butter,9,2014,2449_2014-09-06
2411,2014-04-21,chicken,4,2014,2411_2014-04-21
2257,2014-06-27,hamburger meat,6,2014,2257_2014-06-27
2271,2014-08-07,root vegetables,8,2014,2271_2014-08-07
4101,2014-08-05,hamburger meat,8,2014,4101_2014-08-05
4564,2014-01-29,shopping bags,1,2014,4564_2014-01-29
2886,2014-02-14,curd,2,2014,2886_2014-02-14
2511,2014-07-12,pip fruit,7,2014,2511_2014-07-12
4933,2014-07-30,mayonnaise,7,2014,4933_2014-07-30
1190,2014-10-27,canned beer,10,2014,1190_2014-10-27
4364,2014-06-07,milk,6,2014,4364_2014-06-07
3918,2014-12-14,butter,12,2014,3918_2014-12-14
4749,2014-10-30,tropical fruit,10,2014,4749_2014-10-30
3919,2014-02-15,berries,2,2014,3919_2014-02-15
1148,2014-11-01,soda,11,2014,1148_2014-11-01
4219,2014-05-14,long life bakery product,5,2014,4219_2014-05-14
2241,2014-08-02,pet care,8,2014,2241_2014-08-02
4915,2014-01-09,bottled water,1,2014,4915_2014-01-09
2632,2014-03-08,rolls/buns,3,2014,2632_2014-03-08
2847,2014-01-05,rolls/buns,1,2014,2847_2014-01-05
3937,2014-10-02,rolls/buns,10,2014,3937_2014-10-02
4416,2014-02-25,other vegetables,2,2014,4416_2014-02-25
2084,2014-10-11,beverages,10,2014,2084_2014-10-11
3604,2014-08-12,pip fruit,8,2014,3604_2014-08-12
4463,2014-05-03,beef,5,2014,4463_2014-05-03
3950,2014-12-11,napkins,12,2014,3950_2014-12-11
3540,2014-02-23,salt,2,2014,3540_2014-02-23
4077,2014-09-29,hamburger meat,9,2014,4077_2014-09-29
4144,2014-05-12,berries,5,2014,4144_2014-05-12
3576,2014-05-15,pot plants,5,2014,3576_2014-05-15
3209,2014-04-08,other vegetables,4,2014,3209_2014-04-08
1011,2014-06-02,curd cheese,6,2014,1011_2014-06-02
2760,2014-04-19,long life bakery product,4,2014,2760_2014-04-19
3967,2014-10-10,root vegetables,10,2014,3967_2014-10-10
3668,2014-02-23,pip fruit,2,2014,3668_2014-02-23
3258,2014-09-24,flower (seeds),9,2014,3258_2014-09-24
4336,2014-10-12,newspapers,10,2014,4336_2014-10-12
4632,2014-02-03,turkey,2,2014,4632_2014-02-03
1676,2014-11-11,other vegetables,11,2014,1676_2014-11-11
4566,2014-09-16,tropical fruit,9,2014,4566_2014-09-16
4730,2014-09-26,milk,9,2014,4730_2014-09-26
4274,2014-05-22,chicken,5,2014,4274_2014-05-22
2860,2014-10-26,beef,10,2014,2860_2014-10-26
4316,2014-08-17,citrus fruit,8,2014,4316_2014-08-17
3915,2014-06-11,other vegetables,6,2014,3915_2014-06-11
2059,2014-02-17,tropical fruit,2,2014,2059_2014-02-17
1694,2014-07-27,rolls/buns,7,2014,1694_2014-07-27
4941,2014-02-24,white wine,2,2014,4941_2014-02-24
3840,2014-05-17,soda,5,2014,3840_2014-05-17
3282,2014-05-12,yogurt,5,2014,3282_2014-05-12
4272,2014-06-23,other vegetables,6,2014,4272_2014-06-23
1821,2014-01-13,coffee,1,2014,1821_2014-01-13
1524,2014-02-06,whipped/sour cream,2,2014,1524_2014-02-06
3849,2014-07-02,berries,7,2014,3849_2014-07-02
2964,2014-02-04,candy,2,2014,2964_2014-02-04
1506,2014-10-23,long life bakery product,10,2014,1506_2014-10-23
1682,2014-09-09,other vegetables,9,2014,1682_2014-09-09
3458,2014-12-23,other vegetables,12,2014,3458_2014-12-23
1248,2014-02-01,chicken,2,2014,1248_2014-02-01
4330,2014-05-13,beef,5,2014,4330_2014-05-13
4493,2014-05-05,other vegetables,5,2014,4493_2014-05-05
3222,2014-12-03,other vegetables,12,2014,3222_2014-12-03
1567,2014-08-13,onions,8,2014,1567_2014-08-13
2866,2014-04-16,curd,4,2014,2866_2014-04-16
3749,2014-09-07,organic sausage,9,2014,3749_2014-09-07
2034,2014-12-22,meat,12,2014,2034_2014-12-22
3789,2014-01-13,bottled water,1,2014,3789_2014-01-13
2514,2014-01-03,soda,1,2014,2514_2014-01-03
3315,2014-01-21,frozen meals,1,2014,3315_2014-01-21
4951,2014-10-27,root vegetables,10,2014,4951_2014-10-27
2908,2014-03-28,organic sausage,3,2014,2908_2014-03-28
3439,2014-12-06,white bread,12,2014,3439_2014-12-06
2661,2014-12-05,other vegetables,12,2014,2661_2014-12-05
3609,2014-08-12,soda,8,2014,3609_2014-08-12
1165,2014-04-01,beef,4,2014,1165_2014-04-01
1212,2014-06-03,tropical fruit,6,2014,1212_2014-06-03
1921,2014-06-11,root vegetables,6,2014,1921_2014-06-11
3203,2014-04-04,pastry,4,2014,3203_2014-04-04
4984,2014-06-07,pastry,6,2014,4984_2014-06-07
4254,2014-12-25,shopping bags,12,2014,4254_2014-12-25
3584,2014-07-03,meat,7,2014,3584_2014-07-03
4008,2014-12-18,tropical fruit,12,2014,4008_2014-12-18
2512,2014-09-28,milk,9,2014,2512_2014-09-28
1034,2014-05-13,tropical fruit,5,2014,1034_2014-05-13
2174,2014-07-31,other vegetables,7,2014,2174_2014-07-31
4667,2014-08-31,soda,8,2014,4667_2014-08-31
1908,2014-08-21,pip fruit,8,2014,1908_2014-08-21
2781,2014-10-04,newspapers,10,2014,2781_2014-10-04
4073,2014-01-30,UHT-milk,1,2014,4073_2014-01-30
2193,2014-09-11,pip fruit,9,2014,2193_2014-09-11
1980,2014-11-21,white bread,11,2014,1980_2014-11-21
4226,2014-11-27,chocolate,11,2014,4226_2014-11-27
1508,2014-04-25,brown bread,4,2014,1508_2014-04-25
4187,2014-04-19,pip fruit,4,2014,4187_2014-04-19
1793,2014-12-14,frozen vegetables,12,2014,1793_2014-12-14
3160,2014-01-14,red/blush wine,1,2014,3160_2014-01-14
3186,2014-12-11,hard cheese,12,2014,3186_2014-12-11
3268,2014-05-04,root vegetables,5,2014,3268_2014-05-04
4084,2014-11-28,tidbits,11,2014,4084_2014-11-28
3854,2014-12-27,coffee,12,2014,3854_2014-12-27
2801,2014-07-17,sausage,7,2014,2801_2014-07-17
3283,2014-08-31,packaged fruit/vegetables,8,2014,3283_2014-08-31
2549,2014-06-28,beef,6,2014,2549_2014-06-28
4707,2014-06-10,milk,6,2014,4707_2014-06-10
3828,2014-05-16,milk,5,2014,3828_2014-05-16
2946,2014-09-29,canned vegetables,9,2014,2946_2014-09-29
2156,2014-02-15,soda,2,2014,2156_2014-02-15
2215,2014-09-15,milk,9,2014,2215_2014-09-15
4666,2014-11-26,bottled beer,11,2014,4666_2014-11-26
3428,2014-03-05,other vegetables,3,2014,3428_2014-03-05
4736,2014-04-25,pastry,4,2014,4736_2014-04-25
1726,2014-03-14,bottled beer,3,2014,1726_2014-03-14
3731,2014-11-02,hard cheese,11,2014,3731_2014-11-02
2869,2014-11-08,cream cheese ,11,2014,2869_2014-11-08
3632,2014-06-11,oil,6,2014,3632_2014-06-11
3069,2014-04-04,canned beer,4,2014,3069_2014-04-04
4180,2014-08-02,bottled beer,8,2014,4180_2014-08-02
2743,2014-02-26,tropical fruit,2,2014,2743_2014-02-26
4966,2014-12-30,soda,12,2014,4966_2014-12-30
4914,2014-04-15,root vegetables,4,2014,4914_2014-04-15
2100,2014-05-13,condensed milk,5,2014,2100_2014-05-13
4045,2014-02-11,pastry,2,2014,4045_2014-02-11
4594,2014-07-13,onions,7,2014,4594_2014-07-13
3237,2014-08-04,other vegetables,8,2014,3237_2014-08-04
2515,2014-10-22,other vegetables,10,2014,2515_2014-10-22
2825,2014-05-06,photo/film,5,2014,2825_2014-05-06
1095,2014-08-06,pickled vegetables,8,2014,1095_2014-08-06
2877,2014-06-13,frozen meals,6,2014,2877_2014-06-13
3851,2014-05-06,other vegetables,5,2014,3851_2014-05-06
2552,2014-02-19,other vegetables,2,2014,2552_2014-02-19
4550,2014-11-20,sausage,11,2014,4550_2014-11-20
3797,2014-01-01,waffles,1,2014,3797_2014-01-01
4630,2014-06-29,grapes,6,2014,4630_2014-06-29
1946,2014-03-08,milk,3,2014,1946_2014-03-08
1803,2014-09-24,soft cheese,9,2014,1803_2014-09-24
1504,2014-12-24,root vegetables,12,2014,1504_2014-12-24
4320,2014-02-17,milk,2,2014,4320_2014-02-17
3384,2014-03-08,dessert,3,2014,3384_2014-03-08
2256,2014-08-02,beef,8,2014,2256_2014-08-02
2794,2014-07-23,yogurt,7,2014,2794_2014-07-23
1389,2014-04-29,other vegetables,4,2014,1389_2014-04-29
4573,2014-03-11,other vegetables,3,2014,4573_2014-03-11
1698,2014-01-17,yogurt,1,2014,1698_2014-01-17
1856,2014-01-29,newspapers,1,2014,1856_2014-01-29
1702,2014-02-26,other vegetables,2,2014,1702_2014-02-26
2138,2014-02-18,pip fruit,2,2014,2138_2014-02-18
4217,2014-06-20,pastry,6,2014,4217_2014-06-20
2419,2014-07-26,liver loaf,7,2014,2419_2014-07-26
2701,2014-04-30,chocolate marshmallow,4,2014,2701_2014-04-30
1061,2014-05-19,beef,5,2014,1061_2014-05-19
4671,2014-07-14,curd,7,2014,4671_2014-07-14
4370,2014-06-06,sausage,6,2014,4370_2014-06-06
2055,2014-11-07,brown bread,11,2014,2055_2014-11-07
1646,2014-03-14,butter,3,2014,1646_2014-03-14
3511,2014-09-09,napkins,9,2014,3511_2014-09-09
3164,2014-09-16,dessert,9,2014,3164_2014-09-16
2957,2014-12-21,bottled water,12,2014,2957_2014-12-21
4876,2014-03-25,whipped/sour cream,3,2014,4876_2014-03-25
1931,2014-06-25,other vegetables,6,2014,1931_2014-06-25
1639,2014-08-21,long life bakery product,8,2014,1639_2014-08-21
2232,2014-10-01,beef,10,2014,2232_2014-10-01
3063,2014-07-27,root vegetables,7,2014,3063_2014-07-27
3486,2014-09-12,soap,9,2014,3486_2014-09-12
3347,2014-01-10,coffee,1,2014,3347_2014-01-10
1294,2014-12-22,whipped/sour cream,12,2014,1294_2014-12-22
3982,2014-10-30,pip fruit,10,2014,3982_2014-10-30
3903,2014-02-20,root vegetables,2,2014,3903_2014-02-20
1434,2014-03-27,misc. beverages,3,2014,1434_2014-03-27
3560,2014-03-21,root vegetables,3,2014,3560_2014-03-21
2228,2014-10-25,yogurt,10,2014,2228_2014-10-25
4190,2014-06-28,specialty bar,6,2014,4190_2014-06-28
1391,2014-01-30,bottled beer,1,2014,1391_2014-01-30
1243,2014-01-08,soda,1,2014,1243_2014-01-08
2594,2014-09-15,yogurt,9,2014,2594_2014-09-15
1854,2014-03-11,bottled water,3,2014,1854_2014-03-11
2666,2014-05-23,bottled beer,5,2014,2666_2014-05-23
1811,2014-02-07,other vegetables,2,2014,1811_2014-02-07
2480,2014-02-01,citrus fruit,2,2014,2480_2014-02-01
2081,2014-02-14,hamburger meat,2,2014,2081_2014-02-14
2342,2014-11-26,other vegetables,11,2014,2342_2014-11-26
1990,2014-06-26,yogurt,6,2014,1990_2014-06-26
4514,2014-07-17,other vegetables,7,2014,4514_2014-07-17
3681,2014-05-19,whipped/sour cream,5,2014,3681_2014-05-19
3559,2014-12-18,spread cheese,12,2014,3559_2014-12-18
1579,2014-06-15,specialty bar,6,2014,1579_2014-06-15
3033,2014-09-18,tropical fruit,9,2014,3033_2014-09-18
4699,2014-08-02,sauces,8,2014,4699_2014-08-02
3081,2014-09-23,brown bread,9,2014,3081_2014-09-23
2336,2014-01-28,organic sausage,1,2014,2336_2014-01-28
2132,2014-08-08,chicken,8,2014,2132_2014-08-08
4039,2014-05-18,hamburger meat,5,2014,4039_2014-05-18
3415,2014-06-10,other vegetables,6,2014,3415_2014-06-10
